,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score,Like_View_Ratio,Engagement_Level_Calculated
190,Post_191,YouTube,#Education,Reel,USA,4221739,291223,61415,44293,Low,396931,0.09402073410980641,0.108568056907355,6.898176320232017,Medium
191,Post_192,Twitter,#Education,Live Stream,Brazil,4425196,324343,33641,22289,High,380273,0.0859335948057442,0.09353574395348817,7.329460661177493,Medium
192,Post_193,Instagram,#Comedy,Shorts,UK,4236960,259668,86293,16169,Low,362130,0.08546929874249462,0.10583602394169404,6.128639401835278,Medium
193,Post_194,TikTok,#Education,Reel,India,2488223,177673,86535,39991,Low,304199,0.12225552130978615,0.15703335271798388,7.140557739398759,High
194,Post_195,YouTube,#Dance,Live Stream,UK,2809035,359231,78623,27822,Medium,465676,0.1657779272953167,0.19376725459098942,12.788413102720328,High
195,Post_196,YouTube,#Music,Shorts,Brazil,444252,398838,7767,19133,High,425738,0.9583254549219812,0.9758087751996615,89.77742362442937,High
196,Post_197,Instagram,#Fashion,Reel,India,907575,42770,5219,47956,Low,95945,0.10571578106492577,0.11146627000523372,4.712558190783131,High
197,Post_198,TikTok,#Dance,Post,Canada,2440215,199343,53628,10359,Medium,263330,0.1079126224533494,0.12988937450183694,8.169075265908948,High
198,Post_199,TikTok,#Comedy,Shorts,USA,3982001,131915,64092,22170,Medium,218177,0.05479079487925794,0.07088622026965839,3.3127816894069086,Medium
199,Post_200,Twitter,#Fashion,Reel,Brazil,3802724,457464,83495,19409,High,560368,0.1473596295708024,0.169316258555709,12.029902774958162,High
200,Post_201,YouTube,#Dance,Shorts,Australia,3049554,441149,46483,36909,Low,524541,0.17200580806242485,0.18724836484285898,14.466016997895432,High
201,Post_202,YouTube,#Fashion,Video,Germany,3186810,312491,66586,7390,Medium,386467,0.12127080058114541,0.1421650490616008,9.805761874727391,High
202,Post_203,YouTube,#Gaming,Live Stream,Australia,810296,77866,87591,41350,High,206807,0.25522401690246527,0.36332155163051527,9.609574772675664,High
203,Post_204,Twitter,#Dance,Post,UK,4459224,957,54290,47674,High,102921,0.023080473194439212,0.03525523723410172,0.021461133147830207,Low
204,Post_205,Instagram,#Viral,Post,USA,741152,226355,58251,46227,High,330833,0.44637672164414316,0.5249719355813652,30.540968654203187,High
205,Post_206,Twitter,#Fashion,Tweet,USA,2945128,368541,66690,3800,Medium,439031,0.14907026112277633,0.1717144382179654,12.513581752643688,High
206,Post_207,Twitter,#Music,Post,Canada,2302342,153529,52488,41257,High,247274,0.10740107247315994,0.13019872807775734,6.668383758798649,High
207,Post_208,YouTube,#Fashion,Shorts,Australia,469793,295293,29190,9480,Medium,333963,0.7108726609379025,0.7730064092057566,62.855981251317075,High
208,Post_209,Twitter,#Comedy,Live Stream,UK,2452099,320043,91765,2987,Low,414795,0.16915915711396645,0.20658219753770138,13.05179766396055,High
209,Post_210,TikTok,#Tech,Live Stream,UK,2651939,209375,2127,12291,Low,223793,0.08438844181559228,0.08519049646315394,7.895166517781894,Medium
210,Post_211,TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,High,336976,0.213215358420297,0.23565898045428862,18.95644845230691,High
211,Post_212,Instagram,#Dance,Tweet,India,4764800,52536,65976,47528,Medium,166040,0.03484721289456011,0.04869375419744795,1.1025856279382136,Low
212,Post_213,Twitter,#Comedy,Tweet,Japan,4336145,295452,2342,22411,Medium,320205,0.07384554713922159,0.07438565822868008,6.813702032565792,Medium
213,Post_214,Instagram,#Viral,Shorts,Japan,4316287,188239,34891,39029,Medium,262159,0.06073715672752993,0.06882072484985359,4.361132612358724,Medium
214,Post_215,Twitter,#Gaming,Tweet,Japan,1516746,272088,48475,36816,Medium,357379,0.2356221806419796,0.26758204735664376,17.93892978784846,High
215,Post_216,TikTok,#Fitness,Post,USA,4497673,460735,96637,47633,Medium,605005,0.1345151148160393,0.1560011143540226,10.243852765641256,High
216,Post_217,YouTube,#Dance,Live Stream,UK,1200639,381211,2574,40242,Medium,424027,0.3531677714950122,0.3553116298904167,31.750676098310983,High
217,Post_218,YouTube,#Viral,Tweet,USA,3115115,81186,14964,1885,Low,98035,0.03147074827093061,0.03627442325564225,2.6061959189307617,Low
218,Post_219,Twitter,#Dance,Tweet,India,89968,450376,40577,19844,Medium,510797,5.677540903432331,6.128556820202739,500.59576738395873,High
219,Post_220,TikTok,#Dance,Tweet,Japan,2177828,478703,86167,17109,Medium,581979,0.2672290924719491,0.3067946596333595,21.980753300995303,High
220,Post_221,Twitter,#Viral,Shorts,India,306511,404600,32664,35337,Medium,472601,1.5418728854755621,1.6484400233596836,132.00178786405706,High
221,Post_222,Instagram,#Music,Reel,UK,4422912,199110,95413,32057,Low,326580,0.0738382314637958,0.09541067061700527,4.501785249175204,Medium
222,Post_223,Instagram,#Tech,Post,UK,4326885,300734,1870,1496,Medium,304100,0.07028150736615371,0.0707136889471294,6.950358052039747,Medium
223,Post_224,YouTube,#Music,Live Stream,Germany,4732360,84552,21664,36363,Medium,142579,0.03012851938567649,0.03470636215334421,1.7866772603943908,Low
224,Post_225,YouTube,#Gaming,Video,Japan,2510808,348707,17968,46925,High,413600,0.16472784856508343,0.17188411061299788,13.888238367887947,High
225,Post_226,Instagram,#Education,Video,USA,2710672,252420,23167,5670,Low,281257,0.10375914164458112,0.11230573082984588,9.312082022465278,High
226,Post_227,TikTok,#Fitness,Shorts,Australia,4096796,365062,58371,48138,Medium,471571,0.11510726919280335,0.1293552327233282,8.91091477339853,High
227,Post_228,YouTube,#Gaming,Live Stream,UK,940184,131729,1559,12135,Low,145423,0.15467504233213925,0.15633322838933655,14.010980829284481,High
228,Post_229,Twitter,#Viral,Shorts,USA,2184148,326178,46185,1902,High,374265,0.17135514626298218,0.192500691345092,14.933878107161236,High
229,Post_230,Instagram,#Challenge,Shorts,Australia,1498512,205870,16834,34865,Medium,257569,0.1718831747760445,0.1831169853828331,13.738295055361585,High
230,Post_231,Instagram,#Dance,Video,Germany,4300552,428951,18627,12148,Low,459726,0.10689930036888289,0.11123060481538184,9.974324226285368,High
231,Post_232,YouTube,#Challenge,Reel,Japan,3267055,133930,81976,22080,Low,237986,0.07284419760304005,0.09793590863943215,4.099410631287199,Medium
232,Post_233,TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,Low,137848,0.0657710979900996,0.08657291107532654,3.7332379077950737,Medium
233,Post_234,YouTube,#Education,Shorts,USA,1465227,158579,8809,33511,High,200899,0.1371111779949455,0.14312321572015804,10.822828135162675,High
234,Post_235,YouTube,#Viral,Reel,Japan,1715566,326676,69635,19235,Low,415546,0.24222093466529412,0.28281103729031704,19.041878890115566,High
235,Post_236,Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,Medium,186529,0.039613803168484125,0.05002604760095543,2.840197277924823,Low
236,Post_237,YouTube,#Challenge,Tweet,UK,1091635,198291,5604,31314,Medium,235209,0.21546487608037485,0.22059846010800313,18.164587980414698,High
237,Post_238,TikTok,#Dance,Reel,UK,1111002,266261,22269,39363,Low,327893,0.29513268202937526,0.315176750356885,23.96584344582638,High
238,Post_239,YouTube,#Comedy,Post,Japan,869375,123390,59716,46989,Low,230095,0.264667145938174,0.3333555715312725,14.192954708842558,High
239,Post_240,Twitter,#Gaming,Video,Japan,2551247,384714,36284,18974,High,439972,0.17245370597202075,0.18667577071134234,15.079449382988006,High
240,Post_241,YouTube,#Viral,Shorts,India,920528,400658,58158,26810,High,485626,0.5275515790937375,0.5907305372568786,43.524803156449344,High
241,Post_242,YouTube,#Viral,Shorts,Japan,2846948,55585,27235,29699,Medium,112519,0.0395226748082508,0.04908905958240193,1.9524417024827994,Low
242,Post_243,Instagram,#Fashion,Shorts,UK,2801638,111973,60593,35663,Medium,208229,0.0743240204480379,0.0959517253835078,3.9966976461627093,Medium
243,Post_244,TikTok,#Dance,Video,Canada,1556267,56055,12612,20474,Low,89141,0.05727873173433608,0.06538273959416989,3.601888364914247,Medium
244,Post_245,TikTok,#Viral,Post,Brazil,1828433,126683,82181,48618,Low,257482,0.1408211293495578,0.18576726628758067,6.9285010716826925,High
245,Post_246,YouTube,#Dance,Post,UK,3988715,211316,4804,33837,Medium,249957,0.0626660465839249,0.06387044449152171,5.297846549577997,Medium
246,Post_247,TikTok,#Fashion,Video,Canada,3290858,250085,41283,20251,High,311619,0.09469232643888008,0.1072370792054838,7.59938593521811,Medium
247,Post_248,YouTube,#Viral,Tweet,USA,3703315,449350,54600,26510,Medium,530460,0.14323923295749888,0.15798278029279172,12.133723434274426,High
248,Post_249,TikTok,#Education,Post,Canada,506215,303740,98918,36904,Medium,439562,0.8683306500202483,1.0637377398931285,60.00217298973756,High
249,Post_250,YouTube,#Fitness,Post,Canada,762333,406861,79834,13785,Medium,500480,0.6565109997861827,0.7612342637666216,53.37050868846029,High
250,Post_251,Twitter,#Dance,Post,Brazil,3252738,420498,5811,2661,High,428970,0.13187966568472467,0.13366616063144343,12.92750907081972,High
251,Post_252,Instagram,#Fashion,Tweet,Germany,4080585,203708,22677,23693,Medium,250078,0.06128484028638051,0.06684213170415516,4.992127354288662,Medium
252,Post_253,TikTok,#Comedy,Tweet,Germany,1450112,409512,91982,9118,Medium,510612,0.3521190087386354,0.41554997131256066,28.240025598022772,High
253,Post_254,Twitter,#Gaming,Post,UK,2512592,418988,4122,18706,Low,441816,0.17584072543413334,0.1774812623776562,16.675528697058656,High
254,Post_255,TikTok,#Fitness,Video,Japan,3714148,291659,27722,28024,High,347405,0.09353558339624592,0.10099947551901539,7.852648844364844,Medium
255,Post_256,Twitter,#Challenge,Tweet,USA,2276898,337038,56049,13735,Medium,406822,0.17867379215054868,0.20329017812831318,14.802507622212326,High
256,Post_257,YouTube,#Challenge,Shorts,Australia,342675,493624,4168,35727,Low,533519,1.556924199314219,1.5690873276428103,144.05019333187423,High
257,Post_258,Instagram,#Fitness,Post,Australia,2787914,198350,96753,45466,Medium,340569,0.12215907664296675,0.1568635187455567,7.114638399893254,High
258,Post_259,Instagram,#Comedy,Tweet,USA,893271,69359,66059,43386,Medium,178804,0.2001676982684986,0.2741195001293001,7.76460894846021,High
259,Post_260,YouTube,#Dance,Post,Japan,2061951,381908,33698,25476,High,441082,0.2139148796455396,0.2302576540373656,18.52168165004891,High
260,Post_261,Twitter,#Music,Reel,Canada,3823345,32222,64447,44453,High,141122,0.0369106109963919,0.05376679321379577,0.8427698782087413,Low
261,Post_262,Twitter,#Fitness,Live Stream,USA,4330038,118835,19134,27781,High,165750,0.03827910979072239,0.0426980086548894,2.744433189731822,Low
262,Post_263,YouTube,#Fitness,Video,Canada,2714016,86422,85827,36320,High,208569,0.07684884687488946,0.10847246294789714,3.1842848384092064,Medium
263,Post_264,Instagram,#Music,Tweet,Canada,4588770,448601,52948,32818,Medium,534367,0.11645103154004233,0.12798963556682946,9.7760619948265,High
264,Post_265,Instagram,#Tech,Video,Canada,485489,265199,14446,34447,Low,314092,0.6469600753055167,0.6767156413430583,54.625130538488,High
265,Post_266,YouTube,#Education,Post,UK,2688752,472554,2742,14495,Low,489791,0.18216295143620534,0.18318275541961476,17.575217052372253,High
266,Post_267,YouTube,#Comedy,Post,Brazil,2417512,154294,98184,18043,Medium,270521,0.11190058208604549,0.15251423777834403,6.382346809447068,High
267,Post_268,TikTok,#Comedy,Tweet,Japan,1612356,488560,75088,11999,Low,575647,0.35702227051594065,0.4035926309078144,30.3010005234576,High
268,Post_269,Instagram,#Dance,Shorts,Japan,242459,366128,20712,22677,Medium,409517,1.6890154624080773,1.7744402146342269,151.0061494933164,High
269,Post_270,Twitter,#Dance,Live Stream,UK,4041579,326486,69020,47705,High,443211,0.10966283227421758,0.12674031609922756,8.078179345250952,High
270,Post_271,Twitter,#Dance,Post,Canada,2214561,156292,18753,3643,Medium,178688,0.08068777513918109,0.0891558191442909,7.0574709840912035,Medium
271,Post_272,YouTube,#Dance,Post,UK,2524440,262085,98352,37571,High,398008,0.1576618972920727,0.19662182503842437,10.381906482229722,High
272,Post_273,Instagram,#Viral,Reel,Canada,4675636,328475,4510,45120,Low,378105,0.08086707348476228,0.08183164814369638,7.025247474354292,Medium
273,Post_274,YouTube,#Tech,Live Stream,UK,1093553,43035,52724,29091,Low,124850,0.1141691349207583,0.16238261885797944,3.935337381910159,High
274,Post_275,Twitter,#Music,Tweet,Australia,2860355,157614,70326,47778,Medium,275718,0.0963929302481685,0.12097938892200444,5.510295050789151,Medium
275,Post_276,Twitter,#Fitness,Video,USA,4643597,200851,87149,35230,Low,323230,0.06960767697972067,0.0883752401425016,4.325332280126807,Medium
276,Post_277,Twitter,#Challenge,Reel,Brazil,4889936,142520,56142,26214,High,224876,0.0459875139470128,0.05746864580640728,2.91455757294165,Low
277,Post_278,TikTok,#Education,Reel,Japan,1483481,353517,41615,11414,Low,406546,0.2740486733567872,0.30210093691796525,23.830234428347918,High
278,Post_279,Instagram,#Dance,Tweet,Germany,734933,421895,50675,12150,Medium,484720,0.6595431148145477,0.7284949784538183,57.4059131920869,High
279,Post_280,YouTube,#Fashion,Reel,Japan,4485712,464196,67958,45876,High,578030,0.12886025674407986,0.14401013707522908,10.348323744368788,High
280,Post_281,Twitter,#Comedy,Shorts,UK,1165962,105888,48384,47511,High,201783,0.17306138622013412,0.2145584504469271,9.081599571855687,High
281,Post_282,Twitter,#Gaming,Tweet,India,791211,251591,9900,36509,High,298000,0.3766378374415927,0.38915030251096105,31.798218174418707,High
282,Post_283,YouTube,#Dance,Post,UK,755921,275570,36739,37643,High,349952,0.4629478477248284,0.5115494873141505,36.45486763828495,High
283,Post_284,Instagram,#Fitness,Tweet,India,1966067,136472,63614,18304,Medium,218390,0.11107963258627504,0.14343560010925366,6.941370767120347,High
284,Post_285,Twitter,#Fashion,Tweet,Germany,3275624,455318,72364,39134,Medium,566816,0.17304061760446254,0.19513228624530776,13.900191230739548,High
285,Post_286,Twitter,#Comedy,Live Stream,India,4914869,200375,2393,37178,Medium,239946,0.048820426343001204,0.04930731622755357,4.076914359263696,Low
286,Post_287,Twitter,#Music,Tweet,Japan,694970,180020,88660,5645,High,274325,0.3947292688893046,0.5223031209980287,25.90327640042016,High
287,Post_288,YouTube,#Comedy,Tweet,Australia,2507996,317525,50404,25462,High,393391,0.15685471587673983,0.176952036606119,12.660506635576771,High
288,Post_289,Twitter,#Dance,Reel,USA,2122512,277831,95870,1487,High,375188,0.17676602063969485,0.22193419872302253,13.089725758912083,High
289,Post_290,Twitter,#Dance,Reel,USA,4445772,159466,75212,24528,Low,259206,0.05830393461473058,0.0752215813136616,3.586913588910992,Medium
290,Post_291,Instagram,#Education,Video,UK,495496,300566,97031,48197,Low,445794,0.8996924294040719,1.0955184300175986,60.65962187383954,High
291,Post_292,TikTok,#Challenge,Post,Germany,1035819,94853,68842,31836,Low,195531,0.18876946648014759,0.2552308849325992,9.157294855568395,High
292,Post_293,Twitter,#Comedy,Tweet,USA,424447,50456,76836,13951,High,141243,0.3327694623828181,0.5137955975657739,11.887467693257344,High
293,Post_294,TikTok,#Gaming,Shorts,Germany,3949831,495150,7915,2858,High,505923,0.12808725234066975,0.1300911355447866,12.535979387472526,High
294,Post_295,Instagram,#Tech,Reel,Canada,70424,392371,44740,10705,Low,447816,6.358854935817335,6.994149721685789,557.1552311711916,High
295,Post_296,TikTok,#Fitness,Live Stream,India,4820393,44861,86973,46410,Medium,178244,0.03697706805233515,0.05501978780568306,0.9306502602588628,Low
296,Post_297,TikTok,#Fashion,Reel,Canada,864256,437954,60063,46333,High,544350,0.6298481005627962,0.6993448700385071,50.67410582049763,High
297,Post_298,Instagram,#Comedy,Reel,Germany,1853392,232747,87334,27858,Medium,347939,0.1877309279418493,0.23485209820696323,12.557893850842131,High
298,Post_299,Twitter,#Challenge,Live Stream,Germany,4700334,65555,32126,13215,High,110896,0.023593216992664777,0.030428050432160778,1.3946881221632335,Low
299,Post_300,TikTok,#Education,Video,Brazil,4412697,108323,25130,6295,High,139748,0.03166952093017037,0.0373644508109213,2.454802584451187,Low
300,Post_301,Instagram,#Education,Live Stream,Brazil,340950,127995,30856,14353,High,173204,0.5080041061739258,0.5985041794984601,37.54069511658601,High
301,Post_302,TikTok,#Tech,Tweet,Japan,3763770,75074,87283,26590,Medium,188947,0.050201526660768325,0.07339183850235269,1.9946489822704365,Medium
302,Post_303,Twitter,#Dance,Tweet,Japan,394485,373829,36151,12167,Low,422147,1.0701218043778598,1.161762804669379,94.76380597487864,High
303,Post_304,Twitter,#Viral,Live Stream,Australia,4250412,138828,47483,35614,High,221925,0.05221258550935768,0.0633839731301342,3.2662245448205964,Medium
304,Post_305,Twitter,#Tech,Reel,UK,1722013,357734,70729,37238,High,465701,0.27043988634232147,0.3115133277158767,20.77417534013971,High
305,Post_306,Twitter,#Comedy,Video,Brazil,1359747,471796,85070,14073,High,570939,0.41988619941797994,0.4824493085846117,34.697337078147626,High
306,Post_307,YouTube,#Comedy,Tweet,Germany,3205182,109645,57308,13223,Medium,180176,0.05621396850475262,0.07409376441025814,3.4208665841752515,Medium
307,Post_308,Instagram,#Education,Video,India,1333000,426321,26174,27048,Medium,479543,0.35974718679669915,0.37938259564891225,31.982070517629406,High
308,Post_309,Instagram,#Challenge,Post,UK,543708,19494,13359,8753,Low,41606,0.07652269232749932,0.10109286602367447,3.5853803880023833,Medium
309,Post_310,TikTok,#Fitness,Shorts,Australia,2337694,429342,49196,28304,Medium,506842,0.21681280783541387,0.23785747835259877,18.366047908751103,High
310,Post_311,TikTok,#Comedy,Shorts,Brazil,1423060,44643,79715,20950,High,145308,0.10210953859991849,0.15812615068935956,3.137112981884109,High
